name,description,review_text,review_rating,genre,keywords,datePublished,director,actor,creator
Death Ship,A mysterious ghostly freighter rams and sinks a modern day cruise ship whose survivors climb aboard the freighter and discover that it is a World War II Nazi torture vessel.,"When I was a little kid, driving by this local videostore on my bike, I always stopped to take a quick peek at this amazingly cool video-cover displayed in front of the store window (just look up the poster art here on IMDb). Around that same time I saw on television just a few little fragments of a French-dubbed horror movie taking place on a ship. The name George Kennedy both on the cover and on the credits linked the two facts together. By the time I was old enough to go rent it, the copy had mysteriously disappeared from the videostore. I&apos;ve been on the look-out for this film ever since.

Thanx to Dario_the_2nd (fellow horror-boarder) the wait finally came to an end. And to say it right away: I honestly don&apos;t understand the low rating this film has here on IMDb. Sure it&apos;s not a perfect movie; the story is pretty thin and the acting isn&apos;t really memorable or something (though not bad at all either). What this movie lacks in the plot-department, at makes up more than enough in eerie atmosphere and creepiness. When a luxury cruise ship sinks, a few survivors adrift find their way onto a huge, dirty and abandoned ship, apparently floating dead in the water. But not quite as dead as they expected, they&apos;ll soon find out. The pace of the movie is rather slow, but the ship itself is frightening and menacing. With numerous shots of its self-functioning engine, countless pipes, valves and other iron-work, the vessel establishes itself as a threatening presence, or even more so: a real character, throughout the entire movie. It&apos;s no secret at all that this ship is haunted and the reason why is quite shocking. Two scenes that stayed with me from when I was a kid, were that-one-lady-in-the-projection-room-turning-ugly and especially the blood-shower scene. The latter one really is a foul scene. Of course, you&apos;ve seen that before, but this is one of the better efforts. However, this still remains a very un-stylized B-movie. No fancy cinematography, no well-balanced lighting and a lot of hand-held camera shots. But all this adds to the effect of realism. And at not one point I found myself giggling at the sort of clumsiness of the mise-en-scène (which I actually expected to do so, before going into this movie). As much as the editing is rudimentary, their are some fine textbook examples of cross-cutting to be found. A technique seldomly used anymore. At least not in mainstream films. The rather minimalistic but effective musical score helped to set the right tone from the opening credits on.

I could conclude that this flick might perhaps not be enjoyed by the general horror-fan nowadays, but if you&apos;re interested in the weird and bizarre, then this one is worth hunting down. Good luck with it.",6,"['Adventure', 'Horror', 'Mystery']","['haunted ship', 'nazi', 'psychotronic film', 'nazisploitation', 'exploitation']",1980-03-07,['Alvin Rakoff'],"['George Kennedy', 'Richard Crenna', 'Nick Mancuso']","['John Robins', 'Jack Hill', 'David P. Lewis']"
La mort en direct,"In a future where dying of illness is exceedingly rare, a terminally ill woman becomes a celebrity and a man with camera implants goes to secretly record her for a morbid TV show.","Bertrand Tavernier&apos;s tale of a critically ill woman hounded by a television network for its popular show &apos;Deathwatch&apos; could be looked back in 1980 as almost a premonition in these times of reality TV and their popularity with today&apos;s viewing public.

A strong cast portrays a simple, if at times ponderous story dealing the acceptance of death and those out to prosper from it, with Harvey Keitel putting in a passionate driving performance as the TV company&apos;s &apos;virtual camera&apos;, a point in the film which adds a certain element of fantasy to the whole proceedings, along with vague decrepit industrial towns and eerie bays as the backdrop for the main characters to drift through. However, despite strong performances all round, the journey the film takes never seems to reach a definitive destination, rather slows, bogs down and then finally stops, and despite keeping the viewer intrigued throughout never seems to deliver anything more than the inevitable.

There is no doubt &apos;Deathwatch&apos; is an original, eerie and at times beautiful film but one that does not necessarily make sense, just like Max von Sydow&apos;s eloquent line in the film that &apos;Events that have no significance like the flight of a bird, do not have to mean something.&apos;",,"['Drama', 'Sci-Fi', 'Thriller']","['reality tv production', 'remarriage', 'fictional reality show', 'near future', '1980s']",,['Bertrand Tavernier'],"['Romy Schneider', 'Harvey Keitel', 'Harry Dean Stanton']","['David Compton', 'David Rayfiel', 'Bertrand Tavernier']"
Deathtrap,,,7,"['Comedy', 'Crime', 'Mystery']","['surprise ending', 'gay protagonist', 'battle of wits', 'scared to death', 'watching tv']",1982-03-19,['Sidney Lumet'],"['Michael Caine', 'Christopher Reeve', 'Dyan Cannon']","['Ira Levin', 'Jay Presson Allen']"
A Decade Under the Influence,,,9,['Documentary'],"['filmmaker', '1970s', 'director', 'cinema', 'interview']",2003-01-19,"['Ted Demme', 'Richard LaGravenese']","['Francis Ford Coppola', 'William Friedkin', 'Robert Altman']",[]
Deck Dogz,"Poker, Spasm and Blue Flame, are trying to escape the law, school, parents, their demons and a couple of criminals to realise their burning ambition; to meet world class skating champion, Tony Hawk and compete in his skating compe...","Dudes.. I&apos;m not a skater or anything, but i definitely dig them..

this movie does make skaters look bad, cause of the behavior of the three try-hards in this movie.. this is definitely a funny movie, but i don&apos;t recommend you see it, unless you wanna see some try-hard-skaters going around skating..

its actually really funny, cause I&apos;ve started a crew now called the &apos;TTH (Total Try Hard) Deck Dogz&apos;, with a good friend of mine cause we were so baffled by this movie..

This is so funny, cause you see the try-hard-skater Asian guy, Blue Flame, getting chicks at random party&apos;s, and a guy like him would not ever have this happen ha ha..

oh and to people reading this, we need other people who can skate, or wanna learn to skate (in Sydney, northern beaches) to join our crew.. our job is to get drunk, and skate around!!... so please anyone interested, e-mail me on dammit_blink182@hotmail.com, or I&apos;m me on Nikzaaussie... so yeah PLEASE!!!!!!",10,"['Action', 'Adventure', 'Drama']",['escape'],2005-01-06,['Steve Pasvolsky'],"['Sean Kennedy', 'Richard Wilson', 'Ho Thi Lu']",['Steve Pasvolsky']
The Deep End of the Ocean,"A film about a family&apos;s reaction when Ben, the youngest son, is kidnapped and then found nine years later, living in the same town, where his family had just moved.","Beth Cappadora (Michelle Pfeiffer) is at her high school reunion when her 3-year-old son disappears from his brother&apos;s care. The little boy never turns up, and the family has to deal with the devastating guilt and grief that goes along with it. Nine years later, the family has relocated to Chicago. By a sheer fluke, the kid turns up, living no more than two blocks away. The authorities swoop down and return the kid to his biological parents, but things are far from being that simple. The boy grew up around what he has called his father, while his new family are strangers to him; the older son, now a teenager, has brushes with the law and behavioral problems. His adjustment to his lost brother is complicated by normal teenage churlishness, and the dad (Treat Williams) seems to expect everything to fall into place as though the family had been intact all along. It&apos;s a tightrope routine for actors in a story like this, being careful not to chew the scenery while at the same time not being too flaccid or understated. For the most part, the members of the cast deal well with the emotional complexity of their roles. Though the story stretches credulity, weirder things do happen in the real world. The family&apos;s pain for the first half of the film is certainly credible, though the second half almost seems like a different movie. Whoopi Goldberg plays the detective assigned to the case; casting her is a bit of a stretch, but she makes it work. All in all, a decent three-honky movie in the vein of Ordinary People.",7,['Drama'],"['child kidnapping', 'basketball', 'mother son reunion', 'family relationships', 'mother son relationship']",1999-03-12,['Ulu Grosbard'],"['Michelle Pfeiffer', 'Treat Williams', 'Whoopi Goldberg']","['Jacquelyn Mitchard', 'Stephen Schiff']"
Deep Impact,"A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.","I just saw this film again after several years. I feel that it was the best of all the disaster films made in recent years. Not too much cheese, a little heavy on sap but satisfying overall. It was much more realistic than Armageddon(which I think is one of the most overrated &apos;blockbusters&apos; ever)There are no comic relief characters, no cheesy one-liners and no gorgeous movie stars(no offense to Tea Leoni). The solution to the problem was more real in Deep Impact and the time frame was much more believable. I like how the film focused more on what was happening on earth rather than in the spaceship. The end was interesting because the disaster wasn&apos;t totally averted so there was no cheerful hugging in the end with lame Aerosmith playing over it. The only thing that bothered me was that all of the nuclear missiles from the US and Russia had no effect on the comet. Wouldn&apos;t several hundred nukes do something? anything? and why wasn&apos;t the Messiah destroyed in the blast? So overall, good flick, deserves more credit.",8,"['Action', 'Drama', 'Sci-Fi']","['comet', 'disaster', 'saving the world mission', 'giant wave', 'president']",1998-05-08,['Mimi Leder'],"['Robert Duvall', 'Téa Leoni', 'Elijah Wood']","['Bruce Joel Rubin', 'Michael Tolkin']"
Profondo rosso,,,8,"['Horror', 'Mystery', 'Thriller']","['black gloved killer', 'giallo', 'serial killer', 'color in title', 'slasher']",1976-06-11,['Dario Argento'],"['David Hemmings', 'Daria Nicolodi', 'Gabriele Lavia']","['Dario Argento', 'Bernardino Zapponi']"
The Deeper You Dig,"In the aftermath of a roadside accident, the line between the living and the dead collapses for a mother, a daughter and a stranger.","In my humble opinion, the first half of the film was very enjoyable. But it disappoints as it comes in for a very bumpy landing. I&apos;ll give the first half an 8 and the second half a 2. And that averages out to a 5, if my math is correct.",5,"['Drama', 'Horror']","['daughter', 'tarot cards', 'actual animal killed', 'title directed by female', 'directed by several directors']",2020-06-05,"['John Adams', 'Zelda Adams', 'Toby Poser']","['John Adams', 'Toby Poser', 'Zelda Adams']","['John Adams', 'Toby Poser']"
Deliver Us from Evil,"New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest, schooled in the rites of exorcism, to combat the possessions that are terrorizing their city.","The moment I saw the names Eric Bana (Hulk 2003) and Edgar Ramirez (Wrath of The Titans), I knew that I just had to go and see this film. I&apos;ve seen this film twice now and boy I enjoyed it very, very much. I&apos;ve always liked movies involving evil and demonology since the plot, effects, action and suspense are always entertaining to watch

The story is like a combination of Se7en and Exorcist where cop is on a case to solve murder cases supernatural style. In a way, it was something a bit new to my eyes and I was glued to my seat within every minute of the film. The suspense, horror and jump scares were definitely there and that really made the film work. There is also a side story on the main character in the film which explains why he is the way he is and at times made me feel sorry for him

The effects within the film like the ritual ceremony scenes, blood etc in a way were pretty gory and intense to watch and will really make you feel a bit nauseate throughout the film but they were really well made

Eric Bana does a solid job as Ralph Sarchie. It&apos;s been a while since I&apos;ve seen him on the big screen (last was in the Star Trek 2009 film). He puts on a very excellent performance in this film and I was and I really felt the pain that he brought to the character throughout the film. You can really tell that he&apos;s having a really hard time with his guilt, family crisis and suffering he goes through everyday as a cop in this movie. Edgar Ramirez plays Mendoza, a priest detective being sent to solve this mystery case. He also puts on a very convincing performance and shows that he&apos;s not the typical kind of priest that we hear and see everyday. He has his own demons of the past to deal with and it shows here in this film. Joel McHale as Butler, Sarchie&apos;s partner in the film plays a streetwise kind of cop and I really loved his knife fighting skills in the film. Verywell choreographed. Other than those 3 characters, the rest didn&apos;t have anything much to with the story a apart from playing as the victims and back up characters for this movie which in my opinion played out really well

Its personally my movie of the month and way better than Transformers 4. I would definitely get did movie once it&apos;s available for download. Overall, I really enjoyed this film and would place in my top 10 films of the year. However, I can&apos;t believe that this film is not making that much money that it deserves and how bad the critics are bashing it. I say for all you action horror fans out there, go and give this movie a try and judge it for yourselves. I don&apos;t think you&apos;ll be all that disappointed. I certainly enjoyed it",9,"['Action', 'Adventure', 'Crime']","['demonic possession', 'priest', 'exorcism', 'lion', 'catholic']",2014-07-02,['Scott Derrickson'],"['Eric Bana', 'Edgar Ramírez', 'Olivia Munn']","['Scott Derrickson', 'Paul Harris Boardman', 'Ralph Sarchie']"
